id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
7745868,PrivateRoominEastWilliamsburg,7876900,Taylor,Brooklyn,Williamsburg,40.71052,-73.94001,Private room,45,30,3,3/30/16,0.04,1,0,0,
7746286,HarlemsFinestGardenAptandBackyard,40703442,Graham,Manhattan,Harlem,40.80783,-73.94321,Entire home/apt,200,5,5,5/25/22,0.06,2,3,3,
7679697,MidtownWestModernCharmingBDAptnearTimesSq,5513694,Paul,Manhattan,Hell's Kitchen,40.76543,-73.98766,Entire home/apt,207,30,72,12/1/21,0.88,1,320,1,
7748044,Neatroomwithprivatebath,40140854,Soojeong,Queens,Elmhurst,40.73477,-73.87805,Private room,60,30,1,8/8/15,0.01,1,0,0,
7823495,PrivateRoofTerraceandEmpireStateViews,11898556,Ola,Manhattan,Chelsea,40.74291,-73.9975,Entire home/apt,800,30,30,4/30/22,0.37,1,220,4,
7679943,ColorfulbedroomingreatBrooklynneighborhood,40332331,Joyce,Brooklyn,Windsor Terrace,40.65722,-73.97855,Entire home/apt,160,3,14,1/9/22,0.17,2,0,2,
7826411,PrivateroomintrendyLES,24881130,Fred,Manhattan,Lower East Side,40.72184,-73.9868,Private room,80,30,0,,,1,0,0,
7680504,GroundFlAptwbkyardShortLongtermwelcomed,1550888,Miss Carolyn,Brooklyn,Crown Heights,40.67503,-73.9183,Entire home/apt,99,30,13,11/1/19,0.18,3,356,0,
7686115,BeautifullyModernImmaculateChelseaHome,19477289,Kaitlyn,Manhattan,Chelsea,40.74192,-74.00106,Entire home/apt,400,7,7,5/5/22,0.33,1,188,3,
7686940,TheWielingen,40371157,Jimmy,Bronx,Longwood,40.82576,-73.90124,Private room,95,30,182,1/1/19,2.19,2,0,0,
7749069,LargeBRaptonlyminutestoManhattan,40735098,J P,Brooklyn,Borough Park,40.64477,-73.9983,Entire home/apt,111,30,40,1/6/20,0.5,1,299,0,
7688839,GardenAptinHistoricBrownstone,2060383,Lisa,Brooklyn,Cobble Hill,40.68752,-73.99146,Entire home/apt,155,3,28,12/1/19,0.35,1,0,0,
7749239,BRwroofWilliamsburgBrooklyn,10784441,Aaron,Brooklyn,Williamsburg,40.71541,-73.95528,Entire home/apt,100,3,25,10/11/21,0.3,1,0,1,
7689346,EastVillagePrivateRoomTerrace,39956905,Can,Manhattan,East Village,40.72752,-73.98453,Private room,95,30,1,8/29/15,0.01,2,0,0,
7827908,PrivateEntrancePrivateBathroom,41201538,Faith,Brooklyn,Bushwick,40.70169,-73.91858,Private room,67,30,133,4/1/22,1.61,1,299,4,
7689495,CosyapartmentinCarrollGardens,33064750,Suzan Sommer,Brooklyn,Carroll Gardens,40.68132,-73.99685,Entire home/apt,119,30,2,8/8/17,0.03,1,0,0,
7691534,bedbathinBatteryParkCity,40394783,Richard,Manhattan,Battery Park City,40.70637,-74.01869,Entire home/apt,200,30,0,,,1,0,0,
7828204,LargeRoomClosetoNYC,30379314,Caitlin,Queens,Sunnyside,40.74447,-73.92547,Private room,50,30,1,9/9/15,0.01,1,0,0,
7756015,CasaNolitaCleanCharmingLoftBedAptSoHo,31876151,Stephen,Manhattan,SoHo,40.72346,-73.99732,Entire home/apt,140,30,44,10/9/21,1.31,1,0,1,
7758577,BedapartintheheartofChelsea,30669247,Rui,Manhattan,Chelsea,40.74379,-73.99707,Entire home/apt,175,30,2,3/12/16,0.02,1,0,0,
7692326,DesignerBRhomebyProspectPark,255597,Cassandra,Brooklyn,Crown Heights,40.66508,-73.95409,Entire home/apt,285,30,137,8/17/20,1.68,1,0,0,
7692660,ProlongedTravelersDreamamonthfirstmore,32164030,Ikkyukim,Bronx,Hunts Point,40.81398,-73.88751,Private room,50,30,26,1/14/22,0.32,6,312,3,
7760406,ModernChelseaStudio,39060578,Scott,Manhattan,Chelsea,40.74336,-74.00278,Entire home/apt,200,30,45,1/2/18,0.56,1,0,0,
7834733,BeautifulAiryMinimalApartment,13425453,Peter,Brooklyn,Bedford-Stuyvesant,40.68244,-73.95753,Private room,69,30,0,,,1,0,0,
7692870,PrivacyinUniqueShippingContainerHome,3587751,Janet-David,Brooklyn,Williamsburg,40.70882,-73.9558,Private room,117,3,278,5/26/22,3.38,2,314,26,
7693124,UpperWestSidethandAmsterdam,20691165,Ahnastasia,Manhattan,Upper West Side,40.77343,-73.98767,Private room,56,30,4,8/1/17,0.05,1,0,0,
7834765,ArtsyLoftMasterSuitePrivateBathHighCeiling,41261306,Hsiang Wei,Brooklyn,Bedford-Stuyvesant,40.69194,-73.95934,Private room,135,4,59,5/4/22,0.97,2,56,7,
7835470,SpaciousBedroomBedStuyhome,2682346,Seema N James,Brooklyn,Bedford-Stuyvesant,40.68831,-73.94081,Entire home/apt,75,30,4,6/27/16,0.05,1,0,0,
7760808,BillionairesRowwFreeDailyBreakfastandWine,4403646,Paul,Manhattan,Midtown,40.76432,-73.97793,Entire home/apt,350,4,23,5/23/22,0.32,2,319,12,
7761394,OneroominaBedroomapt,40812084,Chris,Brooklyn,Bedford-Stuyvesant,40.68647,-73.92494,Private room,45,30,2,9/29/15,0.02,1,0,0,
7693424,SharedApartmenttoshare,40404813,Ingrid,Brooklyn,East Flatbush,40.64743,-73.94962,Private room,143,30,2,1/5/16,0.03,1,365,0,
7762201,StudioApartmentBrooklyn,3189999,Sebastian,Brooklyn,Bedford-Stuyvesant,40.68141,-73.9508,Entire home/apt,99,30,1,9/8/15,0.01,1,0,0,
7835680,WestVillageonebedroom,1302599,Ashley,Manhattan,West Village,40.72975,-74.00243,Entire home/apt,150,30,1,9/27/15,0.01,1,0,0,
7694064,QuietSanctuaryrightbytheSubway,24666317,Keenan,Brooklyn,Clinton Hill,40.68502,-73.96788,Private room,67,2,12,8/19/18,0.15,1,0,0,
7835778,BrightroominquietBrooklynhome,40693481,Miles,Brooklyn,Kensington,40.64465,-73.98012,Private room,38,30,1,8/31/15,0.01,1,0,0,
7694852,HUGENYCBRHeartofMurrayHill,21570720,Steven,Manhattan,Murray Hill,40.74746,-73.98108,Entire home/apt,190,2,0,,,1,0,0,
7837347,PreWarApartmentByRiversidePark,13089720,Garret,Manhattan,Morningside Heights,40.8141,-73.96154,Entire home/apt,180,30,0,,,1,0,0,
7763203,LargecomfyroominVictorianhome,1112560,Mary,Brooklyn,Bedford-Stuyvesant,40.6861,-73.95451,Private room,85,5,45,1/31/22,0.55,3,140,3,
7696645,BooklynNavyYardFtGreeneBrooklynBridge,7590543,Dolores,Brooklyn,Fort Greene,40.69691,-73.97592,Entire home/apt,156,3,114,2/21/20,1.38,1,0,0,
7837685,Brightbedroomwithprivatebathroom,41007099,Romina,Brooklyn,Crown Heights,40.66732,-73.92937,Private room,75,30,12,5/21/19,0.15,1,0,0,
7696654,SpaciousHarlemBrTerraceAptwithDoorman,5742112,Maximillian,Manhattan,Harlem,40.81078,-73.9402,Entire home/apt,107,30,0,,,1,0,0,
7837816,BrightCozyroominBrooklyn,19483885,Edgar,Brooklyn,Bedford-Stuyvesant,40.69503,-73.95971,Private room,51,1,341,4/30/22,4.64,2,182,82,
7697161,BeautifulBRwPrivateBackyard,40427171,Lyle,Brooklyn,Carroll Gardens,40.68603,-73.99373,Entire home/apt,125,1,0,,,1,0,0,
7837952,ExcellentLocationGramercyStudio,2610233,Julia,Manhattan,Flatiron District,40.74153,-73.98522,Entire home/apt,303,3,130,5/1/22,1.64,2,141,15,
7839109,BATTERYPARKMANHATTANAPARTMENT,10020844,Brice,Manhattan,Battery Park City,40.70963,-74.01779,Entire home/apt,149,30,1,1/3/16,0.01,1,0,0,
7763869,TheDreamRoomnearBarclaysCenter,40828217,Anita,Brooklyn,Prospect-Lefferts Gardens,40.66189,-73.93997,Private room,75,7,84,8/23/21,1.04,5,64,3,
7697256,RoominalovelyUWSApartement,17326743,Antoine,Manhattan,Upper West Side,40.78486,-73.97761,Private room,130,30,9,3/30/16,0.11,1,0,0,
7764285,SpaciousModernWilliamsburgApt,489734,Andrew,Brooklyn,Williamsburg,40.71316,-73.94499,Entire home/apt,185,30,8,7/1/16,0.1,1,0,0,
7698619,RoominWilliamsburgDuplex,35997506,Michael,Brooklyn,Williamsburg,40.70939,-73.96758,Private room,85,30,0,,,1,0,0,
7839972,ManhattanPenthouseBdrmApt,2905589,Phong,Manhattan,Midtown,40.74748,-73.98345,Entire home/apt,239,30,4,10/26/15,0.05,1,0,0,
7698722,BRBrownstoneRetreatndFl,31919780,Neil,Brooklyn,Bedford-Stuyvesant,40.68623,-73.94041,Entire home/apt,149,3,171,5/30/22,2.24,2,25,43,
7841464,WilliamsburgCrowsNest,3064885,Michael,Brooklyn,Williamsburg,40.71228,-73.96081,Private room,50,1,2,9/6/15,0.02,1,0,0,
7768661,BrandnewManhattanApartmentsleeps,39921605,Rachel,Manhattan,Upper West Side,40.80372,-73.96908,Entire home/apt,238,30,18,5/2/22,0.22,4,114,3,
7949480,CityIslandSanctuaryBRPvtBathlafranaise,119445,Linda & Didier,Bronx,City Island,40.85187,-73.78914,Private room,123,1,83,1/31/20,1.07,1,183,0,
7841904,ModernPrivateRoominMeatpacking,24976518,Mike,Manhattan,West Village,40.73957,-74.00397,Private room,75,30,4,1/2/17,0.05,1,0,0,
7950368,WilliamsburgBedfordAveLTrain,1696218,David,Brooklyn,Williamsburg,40.71916,-73.95747,Entire home/apt,500,30,9,2/25/18,0.11,1,0,0,
7842116,HugeroominSunsetParkwithAC,30320622,Caitlin,Brooklyn,Borough Park,40.64295,-73.99955,Private room,55,30,0,,,1,0,0,
7951281,BrandnewBRheartofFortGreene,292522,Jonathan,Brooklyn,Fort Greene,40.68899,-73.97269,Entire home/apt,329,2,244,5/30/22,3,2,264,59,
7951346,CozyRoomwithprivatebalconyclosetoLaGuardia,7057608,Andres And Salina,Queens,East Elmhurst,40.75727,-73.89305,Private room,61,2,127,5/4/22,1.55,1,92,49,
7842671,BedroominSohoNolitaTwobedroom,3599088,Chris,Manhattan,Nolita,40.72113,-73.99465,Private room,59,30,10,2/18/18,0.12,1,0,0,
7952963,GorgeousPreWarSanctuaryblockfromUnionSq,3333577,Julia,Manhattan,Gramercy,40.73636,-73.98624,Private room,160,30,66,11/30/19,0.81,2,322,0,
7843390,ArtistAptRoomwRooftop,1810885,Alex,Manhattan,East Village,40.7259,-73.97974,Private room,110,3,77,5/21/22,0.93,3,20,19,
7769782,BeautifulRoominBushwickWithAC,40867860,Patricia,Brooklyn,Bedford-Stuyvesant,40.68064,-73.91091,Private room,90,2,26,5/31/22,0.7,1,306,1,
7953819,LovelyBrooklynBrownstonewYard,2665690,Mercedes,Brooklyn,Bedford-Stuyvesant,40.68303,-73.9304,Entire home/apt,150,7,10,1/3/17,0.13,1,0,0,
7843582,SpaciousQuietOneBedroomApt,1246073,Josh,Brooklyn,Crown Heights,40.67032,-73.95565,Entire home/apt,119,30,27,7/1/19,0.33,1,0,0,
7954940,EastVillagePrivateRoomBath,39956905,Can,Manhattan,East Village,40.72952,-73.98446,Private room,100,30,0,,,2,0,0,
7843604,BigcozychicBRAptinHarlemNewYorkCity,41329387,Calatayud Family,Manhattan,Harlem,40.80812,-73.95111,Entire home/apt,187,3,294,5/22/22,3.6,2,198,56,
7772377,LargeSpaciousBrightApartment,16000650,Jamal,Brooklyn,Boerum Hill,40.68321,-73.9804,Entire home/apt,150,30,1,9/12/15,0.01,1,0,0,
7955150,EntireApartmentinSouthSlope,41951749,Erin,Brooklyn,South Slope,40.66489,-73.98994,Entire home/apt,120,30,8,11/10/15,0.1,1,0,0,
7843696,PrivateCozyBedroomwDividerWall,41330687,Alex,Manhattan,Gramercy,40.73363,-73.98545,Private room,79,30,0,,,1,0,0,
7956593,BrooklynBeautywprivategarden,5555793,Lindsay Daniela,Brooklyn,Carroll Gardens,40.67845,-73.99691,Entire home/apt,98,30,3,10/12/15,0.04,2,0,0,
7851047,sqftAMAZINGaptEastVillage,41371043,Patrick,Manhattan,East Village,40.72642,-73.99025,Entire home/apt,400,30,0,,,1,0,0,
7956643,AuthenticBrooklynNearProspectPark,3251778,Megan,Brooklyn,Crown Heights,40.67188,-73.96196,Entire home/apt,125,30,4,10/16/16,0.05,1,0,0,
7851753,CHAMBREBROOKLYN,24570526,Agathe Et Francois,Brooklyn,Clinton Hill,40.69543,-73.96971,Private room,86,30,0,,,1,0,0,
7962707,SPACIOUSAPTCLOSETOMANHATTAN,42008401,Adam,Queens,Astoria,40.75586,-73.91627,Entire home/apt,140,1,9,4/19/16,0.11,1,0,0,
7853110,CarrollGardensftfromFG,631747,Logan,Brooklyn,Carroll Gardens,40.68008,-73.99429,Private room,60,30,1,8/23/15,0.01,1,0,0,
7856749,EasyAccessCuteSpace,16437254,Benjamin,Brooklyn,Boerum Hill,40.68826,-73.98558,Entire home/apt,192,30,15,1/2/22,0.23,17,304,3,
7774182,FamilyHousemintoManhattanUpToGuest,40895328,Will & Yenn,Queens,Astoria,40.75653,-73.92515,Private room,199,30,221,5/7/22,2.81,2,285,5,
7775627,BrightapartmentinLowerManhattan,40905449,Abby,Manhattan,Financial District,40.7052,-74.01536,Entire home/apt,160,30,7,7/1/16,0.09,1,0,0,
7966153,SpaciousBRforWeekendRental,42030960,Michael,Brooklyn,Bay Ridge,40.63519,-74.02634,Entire home/apt,135,30,0,,,1,0,0,
7857040,CozyBrooklynBedroomAvailable,41405875,Nichole,Brooklyn,Bedford-Stuyvesant,40.69637,-73.93893,Private room,36,30,0,,,1,0,0,
7966358,NYCHighEndBRMidtownWestApt,30283594,Global Luxury Suites,Manhattan,Midtown,40.76679,-73.98228,Entire home/apt,649,30,0,,,81,238,0,
7857185,MidtowngreatlocationprivateApt,41406733,George,Manhattan,Midtown,40.75403,-73.96951,Entire home/apt,132,1,360,5/30/22,4.34,1,44,64,
7780335,SunnystudioinWilliamsburg,7285322,Allie,Brooklyn,Williamsburg,40.71602,-73.95394,Entire home/apt,150,30,9,12/29/17,0.11,1,0,0,
7966447,SOHONYCSEPTROOMAVAILABLE,42034713,Olivia,Manhattan,SoHo,40.72251,-73.99957,Private room,50,30,0,,,1,0,0,
7967942,WestVillageMeatpackingLoft,24707895,Regi,Manhattan,West Village,40.73891,-74.0058,Entire home/apt,385,30,3,6/20/16,0.04,1,0,0,
7782176,BEAUTIFULBEDSTUYFLYPRIVATEROOM,8792814,Carlene,Brooklyn,Bedford-Stuyvesant,40.69386,-73.9457,Private room,33,1,80,5/15/22,0.98,7,281,42,
7858096,LargeBedroominKipsBayGramercy,41411803,Dan,Manhattan,Stuyvesant Town,40.73546,-73.97909,Private room,87,30,3,10/5/15,0.04,1,0,0,
7858468,TheArtistsExperience,8552927,Jeffrey,Manhattan,Hell's Kitchen,40.76467,-73.99121,Private room,125,1,403,12/27/21,4.91,1,153,43,
7968983,bedroombathduplexwroofdeckwasherdryer,780477,Donavan,Brooklyn,East New York,40.66145,-73.89935,Entire home/apt,245,3,123,2/12/22,1.51,1,257,26,
7785582,BasementRoomwithPrivateBathroom,11048791,Jarred,Brooklyn,Bushwick,40.7003,-73.91634,Private room,40,30,2,5/22/18,0.02,1,0,0,
7970578,Magicalbedbathfabulousviews,20233558,Ruth,Brooklyn,Greenpoint,40.73264,-73.95394,Entire home/apt,350,30,5,6/22/19,0.06,1,0,0,
7972210,LargeroominBushwick,12720552,Julie,Brooklyn,Bushwick,40.70324,-73.92687,Private room,100,2,31,3/19/22,0.38,3,314,6,
7858824,SpaciousaptGREATlocation,27655084,Michelle,Manhattan,Midtown,40.75711,-73.96845,Entire home/apt,299,30,7,11/27/16,0.09,1,0,0,
7972839,SpaciousaptnearProspectPark,1287826,Alexander,Brooklyn,Prospect Heights,40.67546,-73.96953,Entire home/apt,139,30,2,10/17/15,0.02,1,0,0,
7973933,TheBlueRoom,42082221,Katherine,Manhattan,Washington Heights,40.83713,-73.94343,Private room,60,30,3,7/20/16,0.04,1,0,0,
7975360,ManhattanbedAptClosetoSubwayColumbiaUniv,12986426,Lovelynn,Manhattan,Harlem,40.82322,-73.95843,Entire home/apt,310,5,124,5/12/22,1.53,2,63,10,
7860155,PrivatebedroomintheheartofNYC,24559181,Aldi,Manhattan,Upper East Side,40.76339,-73.96739,Private room,117,1,226,5/18/22,2.76,3,285,41,
7785952,SpaciousStudioUES,4797755,William,Manhattan,East Harlem,40.78479,-73.94615,Entire home/apt,105,30,53,5/27/19,0.66,1,0,0,
7979200,BedAptinClintonHillBrownstone,12739246,Pete,Brooklyn,Bedford-Stuyvesant,40.68416,-73.95678,Entire home/apt,95,30,11,9/3/16,0.13,1,0,0,
7787799,HomeForMedicalProfessionalsBelladonna,26377263,Stat,Brooklyn,Bushwick,40.70513,-73.91937,Private room,60,6,2,1/1/22,0.03,53,8,1,
7788438,HomeForMedicalProfessionalsLaudanum,26377263,Stat,Brooklyn,Bushwick,40.70683,-73.9193,Private room,56,6,3,2/26/22,0.46,53,240,3,
7864877,BrightandConvenientBr,36264666,Dins,Manhattan,Harlem,40.80193,-73.94982,Entire home/apt,240,30,2,8/30/15,0.02,1,0,0,
7866421,BigSunnyRoominBedStuyBrooklyn,40511631,Joey,Brooklyn,Bedford-Stuyvesant,40.68506,-73.93867,Private room,36,30,6,6/25/17,0.07,2,0,0,
7867805,Bestlocationinmanhattan,41464907,Furkan,Manhattan,Kips Bay,40.74068,-73.98117,Entire home/apt,67,30,1,8/20/15,0.01,1,0,0,
7979433,ComfortableBinhotspotQueens,37801911,Marissa,Queens,Astoria,40.7602,-73.92415,Entire home/apt,100,30,2,9/21/15,0.02,1,0,0,
7980191,BedroomAptinMidtownManhattan,27331181,Telitha,Manhattan,Murray Hill,40.74763,-73.9733,Entire home/apt,250,30,26,1/2/17,0.32,1,0,0,
7869449,CozyroominBushwick,30541205,Mya,Brooklyn,Bushwick,40.70019,-73.92012,Private room,50,30,0,,,1,0,0,
7982720,SpaciousOneBedroominPreWarBuildingFtGreene,41112084,Aria,Brooklyn,Clinton Hill,40.68836,-73.96868,Entire home/apt,145,30,3,5/29/18,0.04,1,0,0,
7871818,ArtistMusicianApartmentAllPrivateGuests,4769886,Thomas,Brooklyn,Bushwick,40.69633,-73.91872,Private room,96,3,182,5/25/22,2.22,1,267,42,
7871858,PutnamGardenBedroomGardenApt,10659447,Keisha,Brooklyn,Bedford-Stuyvesant,40.68527,-73.95183,Entire home/apt,145,4,133,5/26/22,1.61,1,277,11,
7788565,HomeForMedicalProfessionalsEther,26377263,Stat,Brooklyn,Bushwick,40.705,-73.91731,Private room,56,6,0,,,53,22,0,
7983640,GreatLoftStepsFromAllWilliamsburgHotels,13037911,Erica,Brooklyn,Williamsburg,40.71931,-73.95953,Entire home/apt,300,1,62,10/3/21,0.75,2,356,1,
7985452,CharmingmodernbedroomAptKensingtonBK,38130616,Toni,Brooklyn,Kensington,40.6302,-73.9735,Entire home/apt,145,4,6,11/16/21,0.68,1,350,6,
7871985,YourPerfectHomeAwayFromHome,5577926,Lou,Queens,Astoria,40.7562,-73.91162,Entire home/apt,60,30,7,3/19/19,0.09,3,0,0,
7873524,lovelyapartmentatcentralpark,37282412,Meredith,Manhattan,Harlem,40.80038,-73.95463,Entire home/apt,130,30,1,9/7/15,0.01,1,0,0,
7985537,CozyApartmentinBKLYNnearProspectPark,15311573,Alicia And Zach,Brooklyn,Prospect-Lefferts Gardens,40.65897,-73.95982,Private room,84,30,14,1/2/17,0.17,1,0,0,
7884922,ArtsyDuplexinChelseawTerrace,7139819,Nauman,Manhattan,Chelsea,40.74716,-74.00047,Entire home/apt,250,30,2,12/4/16,0.03,1,0,0,
7887966,TheCityFarmhouseAPTBMONTHLYRENTALS,119441,Angele,Queens,Astoria,40.75834,-73.91284,Entire home/apt,85,30,69,8/14/21,0.87,1,125,2,
7789152,Charmingexposedbrickapartment,1439611,Dipak,Manhattan,Lower East Side,40.71871,-73.98419,Entire home/apt,89,5,39,12/25/19,0.47,1,0,0,
7789678,,40995200,Yi,Manhattan,Morningside Heights,40.81483,-73.9609,Private room,30,30,0,,,1,0,0,
7987209,FloorthintheheartofNewYork,42154621,Ricardo,Manhattan,Theater District,40.75728,-73.98253,Hotel room,1245,30,131,10/6/21,1.61,1,338,1,
7790911,CleanHugeFurnishedRoominSafeNeighborhood,16962694,Guanshan,Brooklyn,Gravesend,40.60743,-73.98124,Private room,69,30,3,9/27/15,0.04,1,0,0,
7893820,PrimeWburgrenovatedbedroom,1330961,Julian,Brooklyn,Williamsburg,40.71371,-73.96357,Entire home/apt,220,30,0,,,1,0,0,
7894007,MyPlaceBeach,41619645,D.,Queens,Arverne,40.58957,-73.79093,Entire home/apt,182,1,92,2/18/22,1.11,1,0,6,
7987306,Hugeroominacoolneighbourhood,34149113,Jeremy,Brooklyn,Bushwick,40.70227,-73.92362,Private room,50,30,0,,,1,0,0,
7894084,Cozyandmodernstudiobythepark,41620310,Olivia & Kyle,Manhattan,Upper East Side,40.77481,-73.94745,Entire home/apt,100,30,0,,,1,0,0,
7796446,Spaciousaptrightoffthehighline,19693990,Marc,Manhattan,Chelsea,40.75098,-74.00291,Entire home/apt,329,30,0,,,1,0,0,
7988259,Privateroomwithyourownbackyard,5555793,Lindsay Daniela,Brooklyn,Carroll Gardens,40.67705,-73.99503,Private room,100,30,3,10/26/15,0.04,2,0,0,
7894907,CosystudioinEastVillage,1830864,Natasha,Manhattan,East Village,40.72609,-73.97967,Entire home/apt,150,30,25,7/22/16,0.31,1,0,0,
7988491,CutePeacefulEastWilliamsburg,83834,Jill,Brooklyn,Williamsburg,40.71273,-73.93617,Entire home/apt,115,30,0,,,1,0,0,
7895157,MidtownWestStudio,39531775,Mark,Manhattan,Hell's Kitchen,40.76449,-73.9934,Entire home/apt,175,30,0,,,1,0,0,
7993995,EastRiverManhattanRetreatE,4083654,Santina,Manhattan,Upper East Side,40.7719,-73.954,Private room,80,30,1,9/30/15,0.01,4,309,0,
7897229,BrightComfyStudio,598090,Adrienne,Manhattan,Upper West Side,40.77545,-73.97884,Private room,180,1,8,7/30/17,0.1,1,0,0,
7900119,BrightRoominWilliamsburg,2697468,Vera,Brooklyn,Williamsburg,40.70875,-73.95033,Private room,80,30,2,9/26/15,0.02,1,0,0,
7900437,StudioBrickWallFireplacePatio,32828988,Annie,Manhattan,Theater District,40.75995,-73.98617,Entire home/apt,100,30,5,10/28/15,0.06,1,0,0,
7798327,PrivatebedroominLowerEastSide,41046343,Brian,Manhattan,East Village,40.72306,-73.98567,Private room,75,30,1,9/4/15,0.01,1,0,0,
7798935,LargeverycomfortablebrbathbyDitmasPark,33593407,Stefan,Brooklyn,Flatbush,40.6342,-73.95645,Entire home/apt,93,30,3,7/10/16,0.04,1,0,0,
7998926,ComfortableroomGreatlocation,42223985,Hiroyuki,Manhattan,Flatiron District,40.73884,-73.98843,Private room,90,1,3,9/21/15,0.04,1,154,0,
7800079,Greatspacewithartistsstudioandgarden,5134018,Momo,Brooklyn,Williamsburg,40.70688,-73.93165,Entire home/apt,100,30,16,5/1/22,0.21,1,276,3,
7900575,CharmingquietWestVillagestudiowithkittens,41657584,Beatriz,Manhattan,West Village,40.73558,-74.00479,Entire home/apt,150,4,14,5/17/22,0.17,1,160,3,
7900722,SunlitBigBRinWilliamsburg,37728157,Aya,Brooklyn,Williamsburg,40.71121,-73.94167,Entire home/apt,175,30,11,10/1/18,0.14,1,0,0,
8000640,bedroomAPTwithprivategarden,42233780,Nicole,Brooklyn,Clinton Hill,40.69485,-73.96254,Entire home/apt,130,30,9,5/19/17,0.11,1,0,0,
7901715,Cozybedroomwithfullsizebed,29599415,Zhaoyu,Manhattan,Harlem,40.80302,-73.95648,Private room,60,30,2,9/15/15,0.02,1,0,0,
7901928,CozyRoomintheHeartofAstoria,4646764,Amanda,Queens,Astoria,40.76455,-73.91398,Private room,60,30,2,11/9/15,0.02,1,0,0,
8000716,luxurybedroomapartmentmidtownManhattan,3348610,Ronnie,Manhattan,Midtown,40.75169,-73.99081,Entire home/apt,200,30,19,10/31/19,0.23,1,0,0,
8002080,CouplesLuxurysuite,42243297,Wilson,Brooklyn,Bensonhurst,40.61114,-74.00639,Private room,129,1,579,5/30/22,7.76,2,337,89,
7902291,Largeroomrooftopqueenbed,41667978,Doreen,Manhattan,Lower East Side,40.71513,-73.98725,Private room,53,30,1,9/5/15,0.01,1,0,0,
7800835,BigbedroomonagreatblockPrivateapt,11549078,Kristian,Brooklyn,Bedford-Stuyvesant,40.68129,-73.93004,Entire home/apt,172,7,208,5/28/22,2.57,1,40,22,
7801023,CuteroomrightbyProspectPark,41060321,Maria,Brooklyn,Prospect-Lefferts Gardens,40.65757,-73.95015,Private room,35,30,0,,,1,0,0,
8005645,BESTDEALBRAPTMINfromMANHATTAN,11360525,James,Queens,Sunnyside,40.74513,-73.92346,Entire home/apt,99,4,4,1/3/19,0.05,1,0,0,
7801169,SpaciousaptintheheartofEV,1619994,Emma,Manhattan,East Village,40.72835,-73.98628,Entire home/apt,150,30,12,9/8/19,0.15,1,0,0,
7911249,HugeRoominLowerEastSideLoft,16430135,Hannes,Manhattan,Lower East Side,40.72076,-73.98602,Private room,80,4,3,12/19/15,0.04,1,0,0,
8007908,RareFindStylishWestVillageTownhouse,390117,,Manhattan,West Village,40.73169,-74.0087,Entire home/apt,375,5,24,11/13/21,0.31,2,0,1,
7801262,SanitizedcozybedroomtopofCentralPark,2083759,Mei,Manhattan,Harlem,40.79966,-73.95511,Entire home/apt,140,2,116,5/22/22,1.4,1,16,41,
8011605,SunnyCleanSafeZen,42295490,C-S,Manhattan,Chinatown,40.71817,-73.99431,Private room,72,4,15,3/14/20,0.18,2,31,0,
7803828,BeautifulSpaciousandCozyxprivateroom,8375500,Rosario,Manhattan,Washington Heights,40.83321,-73.9426,Private room,48,30,9,5/20/17,0.11,2,0,0,
7804337,WilliamsburgStudioApartment,41079797,Emma Leigh,Brooklyn,Williamsburg,40.71168,-73.94746,Entire home/apt,125,3,39,5/4/22,0.48,1,186,4,
7806322,BeautifulZenBRApartment,37915862,Greg,Brooklyn,East New York,40.67391,-73.89394,Entire home/apt,187,5,92,4/19/20,1.13,2,221,0,
7807454,IdealDowntownBrooklynBedroom,16853124,James,Brooklyn,Boerum Hill,40.68641,-73.98526,Entire home/apt,75,30,2,9/30/15,0.02,1,0,0,
7911437,PrivateStudioinQueens,15904258,Monika,Queens,Maspeth,40.72212,-73.88813,Entire home/apt,71,3,59,2/16/22,0.76,1,189,7,
8012041,BedroombytheRiver,16762482,Tessa Marie,Brooklyn,Greenpoint,40.73239,-73.95813,Private room,49,30,15,1/14/16,0.18,1,0,0,
7913704,QuietRoominHarlemApartment,2405940,Hannah,Manhattan,Harlem,40.82457,-73.94984,Private room,42,30,3,9/6/16,0.04,1,0,0,
7808565,RoomwPrivateBathinBrooklyn,6947307,Charles,Brooklyn,Williamsburg,40.70319,-73.94177,Private room,75,30,1,9/7/15,0.01,1,0,0,
7810109,bedroomgardenapartment,30247185,Samantha,Queens,Ridgewood,40.70877,-73.90169,Entire home/apt,65,30,2,9/3/15,0.02,1,0,0,
8013947,ICONICSTUDIOMIDTOWNTHAVENUE,29338009,Guilherme,Manhattan,Midtown,40.749,-73.9845,Entire home/apt,160,30,17,3/31/18,0.21,1,0,0,
7914401,Theperfectnightlifespot,22282829,Kyle,Manhattan,East Village,40.72708,-73.988,Private room,64,5,10,10/8/17,0.14,1,0,0,
8014087,PrimelocationChelseaFlatironRM,38857566,Gabi,Manhattan,Chelsea,40.74042,-73.99714,Private room,100,30,2,1/1/18,0.02,1,0,0,
7814575,CharmingParkSlopebedwGarden,41140356,Jen,Brooklyn,Park Slope,40.67358,-73.9805,Entire home/apt,125,31,16,11/14/20,0.22,1,0,0,
